original_text,processed_text,cyberbullying_score,cyberbullying_word_count,label
Beginikah demokrasi yg sht...kenapa manusia sprt ini ttp d peliharaa..smg cpt d br hidayah.. ODGJ Amiin Rakus,demokrasi sht manusia sprt ini ttp pelihara smg cpt br hidayah gila serakah,4.0,1,2
"Aminrais orang buruk pembenci PK Jokowi yg sdh berjasa bagi Indonesia,stinya sdh busuk dan sakit hati",aminrais orang buruk benci jasa indonesia stinya busuk sakit hati,9.0,3,3
Ooalah min amin arepe mati wae cangkeme kok koyo tai cangkemu Kuwi kowo tempike lonte,oalah min arepe mati mulut tai mulut kuwi kowo tempike lonte,12.0,3,3
Begini kwalitas bpk reformasi kturunan yaman.. nulutnya busukk,kwalitas reformasi kturunan yaman nulutnya busuk,3.0,1,1
terburuk dapurmu min,terburuk dapur min,0.0,0,0
Kau yg buruk,kau buruk,3.0,1,1
"Pake peci seskan ingin di lihat orang alim tapi prilakunya tidak mencerminkan.<br>Ingat rakyat sudah cerdas.apakah dia tidak tau omongan nya kalau tidak ada pakta kebenaran itu sama ajah membuat <a href=""http://pitnah.pa/"">pitnah.pa</a> Jokowi jadi presiden dua kali di pilih oleh rakyat",pake peci seskan lihat orang alim prilakunya cermin rakyat cerdas dia omong nya pakta benar itu ajah pitnah presiden kali pilih rakyat,0.0,0,0
wes tuwek ... sek fitnah..rendahkan orang..olok olok orang...sadar wek tuwek wes meh modar,tua sek fitnah rendah orang olok olok orang sadar wek tua meh tinggal,4.0,2,2
Anda yg terboh pak .. kasian turunanmu.,terboh kasi turun,0.0,0,0
Enek uwong yo koyo ngono mugo paringi <br>Toubat,enek uwong iya ngono mugo paring toubat,0.0,0,0
Loe yg racun Negara cuk.. sampah.. gelandangan..😅😅😅😂😂😂,loe racun negara cuk sampah gelandangan,0.0,0,0
Amin rais org tak berguna<br>Org tua ga tau diri,orang guna orang tua,2.0,1,1
"apa yg di katakan amin rais memang betul 100%, tapi.. tapi ... tapi.... itu menunjukkan wujud asli amin rais apa yg di sebutkan jati dirinya memang seperti itu sifatnya amin rais, sudah tua n adap n etika ya di pakai jgn asal nyeplas nyeplos ngomongnya, kaya si mulutnya panci",itu wujud asli sebut jati itu sifat tua adap etika ya pakai nyeplas nyeplos ngomongnya kaya si mulut panci,2.0,1,1
"mbh amin mbh amin,,udah tua mbok ya dijaga omongan nya,percuma mbh nek mu ngibadah,,sadar mbh sadar,,senh ndue bpk ngeneki opo yo ra isin jal",kakek kakek udah tua ya jaga omong nya kakek nek kamu ngibadah sadar kakek sadar senh ndue ngeneki iya isin jal,2.0,1,1
Orang tak beriman.begini.kalok ngomong.tak sesuai.dengan.penampilan nya.dulu suharto.dilengserkan nya.sekara Jokowi lagi.,orang iman kalok ngomong sesuai tampil nya suharto lengser nya kara,0.0,0,0
"MBah gek TOBAT inget Umur sudah uzur, Joko Widodo top PRESIDEN tehebat sng Berani MEMBANGUN Seluruh NUSANTARA dgn standarisasi Nasional, yg plonga plongo itu Mbah Amin Rais",kakek gek taubat umur uzur widodo top presiden tehebat sng berani bangun nusantara standar nasional bingung bingung itu kakek,0.0,0,0
Omong tai ris ris,omong tai ris ris,3.5,1,2
Am** R*** Ini lah sosok warga negara TERBURUK.....,am r ini sosok warga negara terburuk,0.0,0,0
Jadi orang ko suka ngejelekin apakah mbah Amin ini paling baik tooo😂😂,orang suka ngejelekin kakek ini,0.0,0,0
"La kamu apa amin Rais gk jdi apa apa juga ingat waktu pelantikan prabowo datang juga mbah amin plonga plongo gk ada teman kanan kirinya, gk di anggap saama orang orang penting krna amin Rais lebih bodoh dari jokowi",la kamu lantik kakek bingung bingung teman kanan kiri angap orang orang krna bodoh,4.0,1,2
Iki sopo to 😂😂😂,ini sopo,0.0,0,0
Astaufirlhohalazim..ingat pak amin..kamu sudah tua..<br>Belum puas menghina gusdur..sekarang menghina pk jokiwi...sy masyarakat biasa merinding dengernya...,astaufirlhohalazim kamu tua puas menghina menghina jokiwi masyarakat merinding dengernya,2.0,1,1
Mbah Mbah... Sudah di ujung umur lisan mu tajam dan kotor...,kakek kakek ujung umur lisan kamu tajam kotor,2.0,1,1
Amien bisanya cuma nggedebuzzzz,bisa ngedebuz,0.0,0,0
KAMU MANUSIA TERBURUK <br>KARNA KAMU LAHIR DARI LENDIR IYURAN,kamu manusia terburuk kamu lahir lendir iyuran,0.0,0,0
Amin rais atao kutu kurap maqul yg gak ada kebaikan yg di miliki keluarganya. Dia ini maqul yg bodoh cengar cengir tertawa sendiri yg betul betul memalukan keluarganya. Hatinya tidak lebih jelek dari mukanya,atao kutu kurap maqul baik milik keluarga dia ini maqul bodoh cengar cengir tertawa memalukan keluarga hati jelek muka,6.0,2,2
Pak Amin byk istighfar,byk,0.0,0,0
Jokowi itu Lugu lugu Pukimak min..,itu lugu lugu pukimak min,0.0,0,0
Sesungguhnya orang yg bodoh adalah orang yg menganggap dirinya pintar.Padahal oon.....,sungguh orang bodoh orang anggap pintar on,4.0,1,2
Jangan sampai manusia laknat tukang fitnah dan kudeta 3 presiden di biarkan...tangkap sekalian ini lha sengkurni yg asli di indobesia,manusia laknat tukang fitnah kudeta presiden biar tangkap ini lha sengkurni asli indobesia,8.0,2,2
"Setresssss....<br>Sudah bau tanah,kok ngak insaf,,,,",tres bau tanah ngak insaf,2.0,1,1
Propokaror dh tua bngkaaa.,propokaror dh tua bngka,2.0,1,1
"Pak Amin Raiis orang tua yang gak tau diri, seperti orang tua yang omongannya gak mencerminkan orang beragama.",orang tua orang tua omong cermin orang agama,4.0,2,2
Sengkuni lagi ndobol😂,licik ndobol,2.5,1,1
😂⁴ hai amin rais klu lu org paling terkutuk kotoran bangsa⁴,hai kamu orang terkutuk kotoran bangsa,3.0,1,1
Turu turu o ae Mbah amin,turu turu o aja kakek,0.0,0,0
Menurut saya yg diomongin PK amin rais justru ia ngomongin dirinya sendiri bukan  PK Jokowi.......,diomongin ngomongin,0.0,0,0
Gelandangan politik paling jijik yg pernah lahir di indonesia.,gelandangan politik jijik lahir indonesia,0.0,0,0
"Udah aki2 masih napsu jabatan, anakmu mau di kmanain tu mukanya,.aminnnn rakus kamu pantesnya hidup di hutan campur sama monyet2 , yg plonga plongo kamu dah pikun",udah kakek napsu jabat anak kmanain itu muka serakah kamu pantesnya hidup hutan campur monyet bingung bingung kamu lupa,3.5,1,2
"Ga ngaca, amin rakus, yg kerjanya cuma njelekin oranf, pdahal amin rakus lebih menjijihkan, amit2 tinggal tulang sama kulit ga sadar bentar lagi modar",kaca serakah kerja njelekin oranf pdahal serakah menjijihkan amit tinggal tulang kulit sadar bentar tinggal,0.0,0,0
"Pak Purnomo, si amin nakal mainan mix lagi",purnomo si nakal main mix,0.0,0,0
Mbah dlu jdi ketum MPR krjya apa ? Gx ada kontinu di-nya bls,kakek dlu tum krjya gx kontinu nya bls,0.0,0,0
Gatel.bapa.tua.waduke.lara.ndeleng.kaki.peot.sadar.dorna.kaki.sing.goblog.,gatel bapa tua waduke lara ndeleng kaki peot sadar dorna kaki goblog,2.0,1,1
Udang 2 gedurjan dimana  mbAh,udang gedurjan mana kakek,0.0,0,0
Kalau aku jadi anaknya sangat malau mending kubur sendiri hidup2,aku anak sangat malau mending kubur hidup,0.0,0,0
Amin rais punya agama gak sih,agama,0.0,0,0
lu yg pretttttyy,kamu prety,0.0,0,0
"Ada gak yg punya postingan, waktu Amin Rais menjelekkan Gis Dur",postingan jelek gis,2.0,1,1
😂😂😂 lg mabok nih ?,mabok ini,0.0,0,0
"Politikus terburuk, mulut tdk pernah berkata sopan",politikus terburuk mulut sopan,0.0,0,0
Modar bae lah pak.. wis tuo wis mambu lemah,tinggal bae tua mambu lemah,2.0,1,1
Podo wong solo me kudune malah bangga wong solo dadi presiden,podo orang solo me kudune bangga orang solo presiden,0.0,0,0
Oleh mu g seneng Karo pak Joko w gelani Jane Ki OPO masalahe PO Ra oleh lapak ..Ra oleh ngono mbah,kamu neng karo w gani jane ini masalahe po lapak ngono kakek,0.0,0,0
Sengkuni silaknat..sipikun otak busuk..,licik silaknat sipikun otak busuk,5.5,2,2
Menungso ora duwe adab,menungso duwe adab,0.0,0,0
"Sudah tua Kok ucapannya seperti orang tidak berpendidikan, padahal katanya tokoh agama dan guru besar",tua ucap orang didik tokoh agama guru,2.0,1,1
Amien Rais ketua MPR terburuk dalam sejarah Indonesia,ketua terburuk sejarah indonesia,0.0,0,0
Saya bukan pendukung Jokowi tapi.. Denger omongan mbah Amien 😇😇😇<br>Ko bisa dengki dipiara  ... <br>Berarti klo presiden  terburuk... Apalagi yg laen...,dukung denger omong kakek dengki piara presiden terburuk laen,0.0,0,0
Pesenin aja cpt dah kuburanya ..manusia sll bkn gaduh ..,senin aja cpt bura manusia sll bkn gaduh,0.0,0,0
"mampus kau dulu  bagus² suharto ko jatuh ko lengserkan, skrg kau rasakan, mampus kau mkn hati kau kan , rasain kau, mudah mudahan d penjarakan jokowi kau mau nya",mampus kau bagus suharto jatuh lengser skrg kau rasa mampus kau mkn hati kau rasain kau mudah mudah penjara kau nya,10.0,2,3
"Contoh iblis yg sesungguhnya, berujud manusia.",contoh iblis sungguh ujud manusia,3.0,1,1
Sengkuni kamu min Amin,licik kamu min,2.5,1,1
Congormu men Amin,congor,0.0,0,0
Kau Iyya apa,kau iya,0.0,0,0
"Mbah sudah Tua mbok yo sadar liang lahat sudah dekat, jgn sampe kebencianmu dibawa mati.",kakek tua iya sadar liang lahat sampe benci bawa mati,10.0,3,3
Inilah orang tak bersukur karna tak ada jabatannya maka dah ngawur,ini orang bersukur jabat ngawur,0.0,0,0
seng penting dadi presideen dripda RAAIIIMUUU iisss gelandangaan,presiden dripda rai gelandangan,0.0,0,0
dendam  melupakan usianya yg sudah bau tanah,dendam lupa usia bau tanah,2.0,1,1
"harusnya provokator di tangkap, udah tua seharusnya bertaubat pak,",provokator tangkap udah tua taubat,7.0,2,2
Gak sadar diri..,sadar,0.0,0,0
Sudah tua ngga sadar2 apa agamanya amin kopret ini kalau inslam ngga juga sebab kalau orang iskam ngga seperti amin kopret ini kerjaannya hanya nyinyir,tua sadar agama kopret ini inslam orang iskam kopret ini kerja ngomong,2.0,1,1
Amin rais manusia tetbusuk kpn tobanya min sbntr lagi lu modar,manusia tetbusuk kpn tobanya min sbntr kamu tinggal,0.0,0,0
orang yg iri dengki ni manusia tua Bangka ga tau diri orang yg ambisius,orang iri dengki ini manusia tua bangka orang ambisius,4.0,2,2
"Oalah Mbah Mbah wes tuo kok Yo ngawur omonge , <br>Usia segini memang sedang lucu&quot;nya😅",oalah kakek kakek tua iya ngawur omonge usia gin lucu kutip nya,2.0,1,1
Org tua ikut campur,orang tua campur,2.0,1,1
"Ya allah......seorang tokoh kata2 nya sangat kejam dan menjijikan ,dengarnya sangat muak seolah2 bukan lgi tokoh tpi gelandangan jalanan.",ya tokoh nya sangat kejam jijik dengar sangat muak lgi tokoh tpi gelandangan jalan,0.0,0,0
"inilak kakek kakek yg menampakan kejelekanya di muka umum mmg dia lebih baik dari jokowi, ini kakek kakek penjual obat yg gak laku laku",inilak kakek kakek tampak kejelekanya muka mg dia ini kakek kakek jual obat laku laku,0.0,0,0
Virus,virus,0.0,0,0
"CAMKEM MU YG BOSOK , MIN  &quot; TIKAH LAKUMU YG BROBROK",camkem kamu bosok min kutip tikah laku brobrok,0.0,0,0
Dari jaman pak harto orang ini kok ucapan   nya ngank pernah baiik tonton vidio diiaa,jaman harto orang ini ucap nya ngank tonton vidio dia,0.0,0,0
"Mbah Amien, eling Mbah WIS tuwa dhelok meneh WIS budal kok ikik ngumbar napsu angkoro, pa Ra Wedi Karo kang murbeng dumadi ?",kakek kakek tuwa dhelok teh budal ikik ngumbar napsu angkoro wedi karo kang murbeng dumadi,0.0,0,0
"Kata Mbah KH Abdurrahman Wahid kalau orang menghina,memaki, mencela kalau orang yang di maki2 Ndak mengefek itu kembali balik ke orang yang memaki lagi ingat itu ......!!!.",kakek kh abdurahman wahid orang menghina maki cela orang maki ndak efek itu orang maki itu,0.0,0,0
Dan Amin Rais adalah <br>Manusia  paling terkutuk <br>Sejagat raya 😂😂😂😂,manusia terkutuk jagat raya,3.0,1,1
Blm pernah lihat org ini  jalan kaki dari jogja to Jkrt...kyk nya pernah janji?,lihat orang ini jalan kaki jogja jkrt kyk nya janji,0.0,0,0
"Napas tinggal satu2 gtu masih aja merendahkan orang lu min.. Udh mo mati tuh banyak2 berbuat baik, kasian hidup mu.. Sakit hati yg tak terobati😂😂bawa tuh ampe ke Liang lahat, biar ente langsung ke neraka sekalian..",napas tinggal gtu aja merendahkan orang kamu min mo mati tuh buat kasi hidup kamu sakit hati obat bawa tuh ampe liang lahat biar ente langsung neraka,8.0,2,2
Jangn&quot;yg bodoh yg ngomong hatinya penuh kedengkian semoga mau belajar menjadi orang baik dan di beri kesempatan tobat,jangn kutip bodoh ngomong hati penuh dengki moga ajar orang sempat taubat,4.0,1,2
Wong tuo ra biso dadi panutan,orang tua biso panutan,2.0,1,1
Tangkap ini orang,tangkap ini orang,5.0,1,2
"Amien Rais, manusia toxic menyebut orang lain toxic...<br>Dalam hati orang ini entah isinya sampah macam apa...<br>😅😅😅",manusia toxic sebut orang toxic hati orang ini isi sampah,0.0,0,0
Raimu....min min....,rai min min,0.0,0,0
Tambah bosok AE cocote si amin Iki  🤪,bosok aja cocote si ini,0.0,0,0
Sangkuni dalang kerusuhan,sangkuni dalang rusuh,0.0,0,0
mbahe omyeng dleming hihiik,mbahe omyeng dleming hihik,0.0,0,0
Wajahe sengkuni semakin tua semakin lucu penampilannya seperti minyuk,wajahe licik tua lucu tampil minyuk,4.5,2,2
"Sesungguhnya profesor sekolahmu tapi  sengkuni atimu drengki srehi methakil  bin thengil, mulakno partemu nungsep dlesep",sungguh profesor sekolah licik ati drengki srehi methakil thengil mulakno partemu nungsep dlesep,2.5,1,1
Dasar tua bangka😂,dasar tua bangka,4.0,2,2
Astagfirulloooh pk ameen matanya kosong apakah benar kutukan gusdur dulu kasiyaaan,astagfiruloh amen mata kosong kutu kasiyan,0.0,0,0
"<i>____hai Amin, istirahatlah__</i>*(3&lt;&gt;÷[&lt;&lt;",i hai istirahat i lt gt lt lt,0.0,0,0
Harusnya orang ini dirante,orang ini rante,0.0,0,0
opo maneh cangkem&#39;u Cok,maneh mulut u cok,3.5,1,2
Bukanya Aminrais yg plongaplonggo,buka aminrais plongaplongo,0.0,0,0
Makin tua makin jadi provokatornya,tua provokator,2.0,1,1
Kasihan banget tuh mbah amin mbah mbah amin amin nangis,kasihan sangat tuh kakek kakek kakek nang,0.0,0,0
"Kalau lu Is Rais , manusia terburuk , terpuruk , dan gelandangan politik , Ter awet di dunia 😅😅😅😅😅😅😅",kamu manusia terburuk puruk gelandangan politik ter awet dunia,0.0,0,0
Lan lan lan kae lek paelan<br>Yah yah yah kae lek tarwiyah<br>Ton ton ton jaluk ntepi watu sak ton,lan lan lan kae lek paelan yah yah yah kae lek tarwiyah ton ton ton jaluk ntepi watu sak ton,0.0,0,0
Hahaa politik nya ga laku,haha politik nya laku,0.0,0,0
Setan amin Rais pasti akan masuk penjara,setan masuk penjara,3.0,1,1
Orang tua ini sangat kurangajar dan bangsat..... tangkap si Amin,orang tua ini sangat kurangajar bangsat tangkap si,14.0,4,3
Terburuk cangkemmu Sengkuni,terburuk cangkemmu licik,2.5,1,1
MIRIS UDAH AKI2 MASIH NYINYIR ORANG BUKANNYA BANYAKIN DZIKIR NAUZUBILLAH...,miris udah kakek ngomong orang banyakin dzikir nauzubilah,0.0,0,0
Kalo bagi saya sih yang terburuk dan iri hati dan dengki ini.dan memecah belah bangsa  adalah  bapak gelandangan politik ini😂😂😂terimalah nasipmu di negara ini pak gelandangan 😭😭😭😭,terburuk iri hati dengki ini pecah belah bangsa gelandangan politik ini terima nasipmu negara ini gelandangan,0.0,0,0
Pemimpin terburuk ko bisa ngomongin orang lain??😂😂,pimpin terburuk ngomongin orang,0.0,0,0
Saya setu sama gusdursuatu saat jadi gelandangan  men  ..,setu gusdursuatu gelandangan,0.0,0,0
Amin rais amin rais kamu itu orang yg paling naip sedunia  pinter kelihatanya tp tidak di sukai sama senagian rakyat indonesia,kamu itu orang naip dunia pintar kelihatanya suka senagian rakyat indonesia,0.0,0,0
Amin rais juga manusia terburuk sedunia,manusia terburuk dunia,0.0,0,0
"sdh sepuh bukan nya sadar diri dn mawas diri mlh jelek2in orang , ingat umur Min........",tua nya sadar mawas mlh jelekin orang umur min,2.0,1,1
PENJAGA PINTUNYA KEMANA?<br>KOK PASIEN BISA LEPAS LARI²....,jaga pintu mana pasien lepas lari,0.0,0,0
"Cangkemu rusak min amin,",mulut rusak min,0.0,0,0
setidak nya bukan gelandangan politik 🥱,tidak nya gelandangan politik,0.0,0,0
Orang ini dibberi umur panjang supaya bisa lebih banyak menabung dosa untuk bekal di akhirat nanti salam waras,orang ini umur tabung dosa bekal akhirat salam sehat,0.0,0,0
"Perlu di proses, biar ada kesempatan untuk lebih baik, buat bekel kedepannya",proses biar sempat bekel depan,0.0,0,0
Tapi pk Jokowi pernah jadi presidin<br>Dari pada si tukang jelekan orang<br>Dan meremeh kan org TK punya kedudukan maka itu sakit hati<br>Ingat udah bau tanah sadar lah.,presidin si tukang jelek orang remeh orang tk duduk itu sakit hati udah bau tanah sadar,4.0,2,2
Koe goblok DARI pak jokowi,kamu goblok,4.0,1,2
"Pak Amin itu sudah tua,sudahlah dunia perpolitikan sudah ada yang urus,mending sering itikaf di mesjid,jadi pak RW cocok pak amin,jangan memprovokasi,semakin dalam anda membenci sesorang dan di umbar di publik ,semakin dalam pula orang menilai buruk anda.",itu tua dunia politik urus mending itikaf mesjid rw cocok provokasi membenci sorang umbar publik orang nilai buruk,5.0,2,2
Wong tuwo tuo kengen dadi presiden ca2,orang tuwo tua kengen presiden ca,2.0,1,1
COCOT BOSOK LAMISSS GLANDANGAN POLITIK  TUKANG ADU DOMBA   ...SENGKUNI   LONDO MENANG MELU LONDO  AMBISI IN GGIN JD PRESIDEN ...TUEK KAREK .MODARE Cbgkeme LAMISSSS....ANTAN KETU MPR TERLAMISSSS😅😅😅😅😅,cocot bosok lam gelandangan politik tukang adu domba licik londo menang melu londo ambisi in gin presiden tua karek modare cbgkeme lam antan ketu lam,4.5,2,2
Amien Rais bapak dan kakek terburuk di Indonesia..😅,kakek terburuk indonesia,0.0,0,0
GELANDANGAN POLITIK SATU2NYA DI INDONESIA ADALAH AMIN  RAKUS ....CANGKEM COMBERAN OTAK TAI...tdk isa .w ghargai menghormati orang lain..SENGKUNI BLEJET TDK ADA M.ANFAATNYA UNTUK NEGARA...GAK PUnya ADAB  SOK SUCI ...PADAHAL IA TERJIJIK...COCOT CANGKEM LAMISSSS...TUKANG ADU ADU,gelandangan politik satu indonesia serakah mulut comberan otak tai isa w ghargai hormat orang licik blejet m anfatnya negara adab sok suci terjijik cocot mulut lam tukang adu adu,6.0,2,2
Adigang adigung adiguno soposiro sopo ingsun,adigang adigung adiguno soposiro sopo ingsun,0.0,0,0
Amin adalah sengkuni indonesia,licik indonesia,2.5,1,1
Betul bgt pak amin,bgt,0.0,0,0
Kamu itu yang aneh<br>Masa kamu lebih baik dari Jokowi<br>Ngaca dong<br>😂,kamu itu aneh kamu kaca,0.0,0,0
Tua judes. Mampus kau,tua judes mampus kau,7.0,2,2
"H h h h h...terburuk bagi Amin Rais, adalah terbaik bagi rakyat yang 58% loh!!!...☝️😄",h h h h h terburuk baik rakyat loh,0.0,0,0
Amin orang tua .. politikus..yg ktanya reformasi terburuk dri dulu.. sangat biadab..yg tengil yg tukang fitnah..sekali kau berucap 1000 yg menghujat mu,orang tua politikus ktanya reformasi terburuk dri sangat biadab menyebalkan tukang fitnah sekali kau ucap menghujat kamu,9.0,3,3
Congor AR betul betul longor,congor ar longor,0.0,0,0
"Orang yg suka menghina orang lain,adalah Ahli neraka.",orang suka menghina orang ahli neraka,3.0,1,1
Yaalloh mbak min bukanya kamu yg terburuk,yaloh mbak min buka kamu terburuk,0.0,0,0
Sengkuni sudah toxsit dan bodoh itulah Amin Rais,licik toxsit bodoh,6.5,2,2
"Semoga Alloh memberi yang terbaik buat Bpak ini, yang selalu menghina, memfitnah, nyinyir dll",moga baik bpak ini menghina memfitnah ngomong dll,0.0,0,0
Kalau kamu mbah manusia ter nyinyir di Indonesia.. <br>Jadi petualang politik.. Tak dapat jabatan jadi nyinyir,kamu kakek manusia ter ngomong indonesia tualang politik jabat ngomong,0.0,0,0
Saya nyatakan bahwa amin nangis adalah ketua MPR paling buruk ahlaknya....,nyata nang ketua buruk ahlaknya,3.0,1,1
Hukum aja amin rais lah ...,hukum aja,0.0,0,0
Cocot.<br>..j,cocot j,0.0,0,0
"Kok anak nya diem aja, mungkin satu tujuan jadi bangsat negri ini, ngemis jabatan di Prabowo untuk jadi wakil presiden,woee urat malu kalian sekeluarga tuh udah putus dan rusak,jadi sampah masyarakat kalian semua",anak nya diem aja tuju bangsat negri ini ngemis jabat wakil presiden woe urat malu keluarga tuh udah putus rusak sampah masyarakat,7.0,2,2
